gene,spearman_rho,p_value,q_value,mean_CPM_across_clusters
Ccdc177,0.5468,0.010324082786185745,0.0643,0.67
Nr3c2,0.5468,0.010324082786185745,0.0643,7.63
Cntnap5c,0.5464,0.010380613500377325,0.0647,1.57
Trim54,0.5463,0.010395181495957221,0.0647,0.54
Ankdd1b,0.5462,0.010423232699147232,0.0649,1.3
Gsg1l,0.5456,0.010513563222995485,0.065,2.64
Purb,0.5455,0.010543755916837693,0.065,188.88
6820402A03Rik,0.5455,0.010543755916837693,0.065,1.06
Gaa,0.5455,0.010543755916837693,0.065,224.3
2510002D24Rik,0.5455,0.010543755916837693,0.065,20.11
Tmem25,0.5455,0.010543755916837693,0.065,124.81
Abca2,0.5455,0.010543755916837693,0.065,97.52
Mettl25b,0.5455,0.010543755916837693,0.065,13.62
Cnot3,0.5455,0.010543755916837693,0.065,23.59
Cipc,0.5455,0.010543755916837693,0.065,35.98
Mllt1,0.5455,0.010543755916837693,0.065,12.56
Camk2n2,0.5455,0.010543755916837693,0.065,185.51
Tango6,0.5455,0.010543755916837693,0.065,3.44
Kcnc1,0.5455,0.010543755916837693,0.065,52.97
Arrdc4,0.5455,0.010543755916837693,0.065,15.26
Zkscan7,0.5455,0.010543755916837693,0.065,2.35
Nfyc,0.5455,0.010543755916837693,0.065,10.65
Gm47615,0.5442,0.010767227319457274,0.0659,1.6
B430319G15Rik,0.5442,0.010767227319457274,0.0659,1.57
Tmem138,0.5442,0.010767227319457274,0.0659,10.79
Srpra,0.5442,0.010767227319457274,0.0659,60.22
Szt2,0.5442,0.010767227319457274,0.0659,11.02
F3,0.5442,0.010767227319457274,0.0659,6.13
Khdrbs1,0.5442,0.010767227319457274,0.0659,77.28
9230114K14Rik,0.5442,0.010767227319457274,0.0659,13.93
Map1a,0.5442,0.010767227319457274,0.0659,530.57
Thap11,0.5442,0.010767227319457274,0.0659,16.76
Foxred2,0.5442,0.010767227319457274,0.0659,2.78
Zfp516,0.5442,0.010767227319457274,0.0659,16.28
Tlk2,0.5442,0.010767227319457274,0.0659,40.46
Tardbp,0.5429,0.010994545574058883,0.0665,102.47
Kmt2c,0.5429,0.010994545574058883,0.0665,54.89
Tcf4,0.5429,0.010994545574058883,0.0665,54.87
Arhgap35,0.5429,0.010994545574058883,0.0665,89.9
Spns1,0.5429,0.010994545574058883,0.0665,24.69
Prdx4,0.5429,0.010994545574058883,0.0665,29.53
Prpf40b,0.5429,0.010994545574058883,0.0665,29.08
Mast4,0.5429,0.010994545574058883,0.0665,59.22
Zfp273,0.5429,0.010994545574058883,0.0665,2.2
Fbxl20,0.5429,0.010994545574058883,0.0665,36.4
Mxi1,0.5429,0.010994545574058883,0.0665,33.86
Prdm16,0.5429,0.010994545574058883,0.0665,6.11
Glg1,0.5429,0.010994545574058883,0.0665,116.65
Sall2,0.5429,0.010994545574058883,0.0665,17.53
Abcd1,0.5429,0.010994545574058883,0.0665,8.65
Trmt1,0.5429,0.010994545574058883,0.0665,34.12
Slc29a2,0.5429,0.010994545574058883,0.0665,5.11
Cdc37l1,0.5429,0.010994545574058883,0.0665,79.02
Syngap1,0.5429,0.010994545574058883,0.0665,2.42
Hycc1,0.5429,0.010994545574058883,0.0665,17.73
Vps16,0.5429,0.010994545574058883,0.0665,14.43
Fibin,0.5417,0.011194210470031054,0.0672,2.95
Osgepl1,0.5416,0.011225759601972744,0.0672,8.33
Crybb3,0.5416,0.011225759601972744,0.0672,4.56
Tti2,0.5416,0.011225759601972744,0.0672,7.48
Zbtb49,0.5416,0.011225759601972744,0.0672,1.35
Gse1,0.5416,0.011225759601972744,0.0672,66.69
Bad,0.5416,0.011225759601972744,0.0672,80.06
Lypd1,0.5416,0.011225759601972744,0.0672,494.67
E230020D15Rik,0.5416,0.011225759601972744,0.0672,1.22
Shisa8,0.5416,0.011225759601972744,0.0672,6.03
Stk36,0.5416,0.011225759601972744,0.0672,1.64
Stau2,0.5416,0.011225759601972744,0.0672,111.01
Flt3,0.5416,0.011225759601972744,0.0672,3.99
Ppa1,0.5416,0.011225759601972744,0.0672,57.59
Arfgap1,0.5416,0.011225759601972744,0.0672,32.99
Scn7a,0.5416,0.011225759601972744,0.0672,564.59
Zfp383,0.5416,0.011225759601972744,0.0672,5.53
Cdan1,0.5416,0.011225759601972744,0.0672,6.45
Dyrk3,0.5416,0.011225759601972744,0.0672,1.53
Mycl,0.5411,0.011311064088668605,0.0676,1.32
Irs2,0.5403,0.01146091866432833,0.068,41.68
Snx18,0.5403,0.01146091866432833,0.068,85.83
Klf2,0.5403,0.01146091866432833,0.068,21.45
Nrg2,0.5403,0.01146091866432833,0.068,6.68
Slc39a13,0.5403,0.01146091866432833,0.068,22.72
Wdr35,0.5403,0.01146091866432833,0.068,10.14
Gm47863,0.5403,0.01146091866432833,0.068,2.03
Plxnb1,0.5403,0.01146091866432833,0.068,4.89
Rbm8a2,0.5403,0.01146091866432833,0.068,0.68
Marchf9,0.5403,0.01146091866432833,0.068,20.86
Entpd1,0.5403,0.01146091866432833,0.068,2.4
Erbb3,0.5403,0.01146091866432833,0.068,10.57
Tnrc6c,0.5403,0.01146091866432833,0.068,71.36
Cnpy2,0.539,0.011700072360478054,0.0691,50.2
Frs3,0.539,0.011700072360478054,0.0691,31.67
Adprh,0.539,0.011700072360478054,0.0691,106.98
Mdga2,0.539,0.011700072360478054,0.0691,34.09
Stx5a,0.539,0.011700072360478054,0.0691,30.45
Pcdhb20,0.539,0.011700072360478054,0.0691,6.1
Mthfd1,0.539,0.011700072360478054,0.0691,7.31
Cbln2,0.5388,0.011736509096206072,0.0693,9.98
Emp2,0.5377,0.011943270626361585,0.0699,21.46
Gm17733,0.5377,0.011943270626361585,0.0699,1.25
Gal3st3,0.5377,0.011943270626361585,0.0699,0.96
Olfm2,0.5377,0.011943270626361585,0.0699,30.74
1810055G02Rik,0.5377,0.011943270626361585,0.0699,6.78
Gm42444,0.5377,0.011943270626361585,0.0699,2.59
Gm43138,0.5377,0.011943270626361585,0.0699,1.28
Trpc4ap,0.5377,0.011943270626361585,0.0699,77.23
Dnajb11,0.5377,0.011943270626361585,0.0699,44.83
Zyx,0.5377,0.011943270626361585,0.0699,91.15
Chst3,0.5377,0.011943270626361585,0.0699,1.93
Zfp157,0.5377,0.011943270626361585,0.0699,11.26
Nprl2,0.5377,0.011943270626361585,0.0699,12.59
Fdxr,0.5377,0.011943270626361585,0.0699,7.97
Trp53i11,0.5377,0.011943270626361585,0.0699,12.12
Angpt1,0.5377,0.011943270626361585,0.0699,6.15
Gm42640,0.5377,0.011943270626361585,0.0699,1.28
Abcb8,0.5364,0.012190563732810203,0.0706,27.59
Prpf18,0.5364,0.012190563732810203,0.0706,40.84
Arglu1,0.5364,0.012190563732810203,0.0706,119.39
Gm43528,0.5364,0.012190563732810203,0.0706,6.35
Dapk3,0.5364,0.012190563732810203,0.0706,33.88
Ccdc30,0.5364,0.012190563732810203,0.0706,9.14
Coasy,0.5364,0.012190563732810203,0.0706,26.26
Micall2,0.5364,0.012190563732810203,0.0706,2.12
Srrm2,0.5364,0.012190563732810203,0.0706,230.14
Prelid3a,0.5364,0.012190563732810203,0.0706,1.92
Fbxo21,0.5364,0.012190563732810203,0.0706,70.22
Grik3,0.5364,0.012190563732810203,0.0706,3.0
Zfp354c,0.5364,0.012190563732810203,0.0706,10.87
Plscr4,0.5364,0.012190563732810203,0.0706,15.76
St7l,0.5364,0.012190563732810203,0.0706,19.23
Krtcap3,0.5364,0.012190563732810203,0.0706,2.37
H2-M3,0.5364,0.012190563732810203,0.0706,8.94
Mgat1,0.5364,0.012190563732810203,0.0706,42.02
Slc9a8,0.5364,0.012190563732810203,0.0706,33.45
Sf3a2,0.5364,0.012190563732810203,0.0706,9.55
Tspoap1,0.5364,0.012190563732810203,0.0706,17.55
Gm2136,0.5364,0.012190563732810203,0.0706,1.55
Cdc25a,0.5364,0.012190563732810203,0.0706,14.52
Aldh6a1,0.5364,0.012190563732810203,0.0706,25.24
Tfap2a,0.5359,0.012282108143482214,0.0711,1.87
Cspg4b,0.5358,0.012306685119378163,0.0712,1.42
Rlbp1,0.5351,0.012442002283791501,0.0716,4.05
Ttbk1,0.5351,0.012442002283791501,0.0716,59.98
Six5,0.5351,0.012442002283791501,0.0716,0.88
Atp6ap2,0.5351,0.012442002283791501,0.0716,287.98
Cers6,0.5351,0.012442002283791501,0.0716,21.3
Elp1,0.5351,0.012442002283791501,0.0716,30.58
Prkcsh,0.5351,0.012442002283791501,0.0716,37.86
Tent4a,0.5351,0.012442002283791501,0.0716,19.02
Mcc,0.5351,0.012442002283791501,0.0716,5.32
Phkg2,0.5338,0.012697637214593691,0.0725,43.13
Cep104,0.5338,0.012697637214593691,0.0725,23.9
Bcr,0.5338,0.012697637214593691,0.0725,51.56
Zfp770,0.5338,0.012697637214593691,0.0725,10.29
Pop1,0.5338,0.012697637214593691,0.0725,2.54
Gclc,0.5338,0.012697637214593691,0.0725,36.25
Rnd1,0.5338,0.012697637214593691,0.0725,3.82
Tarbp1,0.5338,0.012697637214593691,0.0725,1.65
Akr1b10,0.5338,0.012697637214593691,0.0725,6.08
Usp29,0.5338,0.012697637214593691,0.0725,17.39
Agtr1a,0.5338,0.012697637214593691,0.0725,12.05
Gm49797,0.5338,0.012697637214593691,0.0725,11.88
Ptprb,0.5338,0.012697637214593691,0.0725,1.6
Mras,0.5338,0.012697637214593691,0.0725,69.31
Acadvl,0.5338,0.012697637214593691,0.0725,37.17
Atp2b1,0.5338,0.012697637214593691,0.0725,279.82
Endod1,0.5325,0.012957519789950382,0.0732,360.68
Selenos,0.5325,0.012957519789950382,0.0732,39.46
Zkscan5,0.5325,0.012957519789950382,0.0732,7.4
Nptx2,0.5325,0.012957519789950382,0.0732,45.5
Mau2,0.5325,0.012957519789950382,0.0732,36.49
Srrm3,0.5325,0.012957519789950382,0.0732,42.56
9630050E16Rik,0.5325,0.012957519789950382,0.0732,1.98
Cspg4,0.5325,0.012957519789950382,0.0732,1.91
Nxf1,0.5325,0.012957519789950382,0.0732,16.3
Lpgat1,0.5325,0.012957519789950382,0.0732,100.14
Nyap1,0.5325,0.012957519789950382,0.0732,63.34
Gask1b,0.5325,0.012957519789950382,0.0732,5.98
Hus1,0.5325,0.012957519789950382,0.0732,7.12
Gm10501,0.5325,0.012957519789950382,0.0732,5.04
Vezt,0.5325,0.012957519789950382,0.0732,104.28
Stard9,0.5325,0.012957519789950382,0.0732,13.78
D130017N08Rik,0.5325,0.012957519789950382,0.0732,12.91
Adar,0.5325,0.012957519789950382,0.0732,58.21
Zfp334,0.5325,0.012957519789950382,0.0732,10.48
Ciao1,0.5325,0.012957519789950382,0.0732,21.66
Gm32151,0.5325,0.012957519789950382,0.0732,0.53
Rai1,0.5325,0.012957519789950382,0.0732,31.73
Prpf40a,0.5325,0.012957519789950382,0.0732,38.21
Scfd1,0.5312,0.013221701602104083,0.074,16.96
Gcc1,0.5312,0.013221701602104083,0.074,15.06
Rrp1b,0.5312,0.013221701602104083,0.074,6.95
Cdk8,0.5312,0.013221701602104083,0.074,26.62
Calm3,0.5312,0.013221701602104083,0.074,504.19
Gm37289,0.5312,0.013221701602104083,0.074,2.31
Bclaf1,0.5312,0.013221701602104083,0.074,77.23
Gm37124,0.5312,0.013221701602104083,0.074,2.2
Hlf,0.5312,0.013221701602104083,0.074,1.07
Plekhh3,0.5312,0.013221701602104083,0.074,14.67
Senp8,0.5312,0.013221701602104083,0.074,21.22
Plekhn1,0.5312,0.013221701602104083,0.074,18.16
Prps1,0.5312,0.013221701602104083,0.074,64.58
Capn15,0.5312,0.013221701602104083,0.074,19.34
Arg2,0.5312,0.013221701602104083,0.074,1.82
Dhrs11,0.5312,0.013221701602104083,0.074,3.44
Eva1b,0.5312,0.013221701602104083,0.074,3.89
Osbpl10,0.5299,0.013490234568810303,0.0747,5.69
Nipbl,0.5299,0.013490234568810303,0.0747,27.4
Fam3c,0.5299,0.013490234568810303,0.0747,25.98
Gm42908,0.5299,0.013490234568810303,0.0747,1.31
Vcpkmt,0.5299,0.013490234568810303,0.0747,14.02
Stradb,0.5299,0.013490234568810303,0.0747,14.14
Scp2,0.5299,0.013490234568810303,0.0747,59.31
Hdac3,0.5299,0.013490234568810303,0.0747,43.12
Rhbdd2,0.5299,0.013490234568810303,0.0747,65.17
Bptf,0.5299,0.013490234568810303,0.0747,79.24
Rab30,0.5299,0.013490234568810303,0.0747,21.47
Ddx3y,0.5299,0.013490234568810303,0.0747,47.11
Nrdc,0.5299,0.013490234568810303,0.0747,56.24
Nsg2,0.5299,0.013490234568810303,0.0747,316.96
Wdr4,0.5299,0.013490234568810303,0.0747,15.46
Xrcc1,0.5299,0.013490234568810303,0.0747,7.67
Bmp2k,0.5299,0.013490234568810303,0.0747,10.15
Ipo4,0.5299,0.013490234568810303,0.0747,24.24
Elavl2,0.5299,0.013490234568810303,0.0747,1027.24
Psen1,0.5299,0.013490234568810303,0.0747,33.56
Myo18a,0.5299,0.013490234568810303,0.0747,77.21
Trit1,0.5299,0.013490234568810303,0.0747,4.56
Mxra8,0.5299,0.013490234568810303,0.0747,5.72
Slurp2,0.5294,0.01358368884465327,0.0752,0.97
Tmem240,0.5286,0.013763170931280443,0.0756,12.64
Prnp,0.5286,0.013763170931280443,0.0756,150.6
Anp32e,0.5286,0.013763170931280443,0.0756,63.79
Kbtbd4,0.5286,0.013763170931280443,0.0756,8.7
Gm37606,0.5286,0.013763170931280443,0.0756,3.93
Gm42448,0.5286,0.013763170931280443,0.0756,2.31
Skp2,0.5286,0.013763170931280443,0.0756,2.75
Meis1,0.5286,0.013763170931280443,0.0756,8.62
Urb1,0.5286,0.013763170931280443,0.0756,4.36
Trak1,0.5286,0.013763170931280443,0.0756,95.09
Yipf5,0.5286,0.013763170931280443,0.0756,34.87
Tbc1d23,0.5286,0.013763170931280443,0.0756,30.92
Usp13,0.5286,0.013763170931280443,0.0756,44.9
Atp10a,0.5283,0.013811941892993587,0.0758,0.75
Gm43844,0.5281,0.013859967643018325,0.076,0.48
Gm47801,0.5281,0.013859967643018325,0.076,2.63
Zfyve19,0.5273,0.014040563252064467,0.0764,18.48
Zfp846,0.5273,0.014040563252064467,0.0764,21.59
Rbsn,0.5273,0.014040563252064467,0.0764,27.47
Dip2b,0.5273,0.014040563252064467,0.0764,46.41
Sema6d,0.5273,0.014040563252064467,0.0764,69.06
Tada2a,0.5273,0.014040563252064467,0.0764,10.03
Lhcgr,0.5273,0.014040563252064467,0.0764,1.91
B3galnt1,0.5273,0.014040563252064467,0.0764,49.74
Panx1,0.5273,0.014040563252064467,0.0764,50.42
Fam199x,0.5273,0.014040563252064467,0.0764,63.24
Als2cl,0.5273,0.014040563252064467,0.0764,1.57
Tle3,0.5273,0.014040563252064467,0.0764,4.1
Serpinf1,0.5273,0.014040563252064467,0.0764,37.79
Itga10,0.5273,0.014040563252064467,0.0764,0.57
Qser1,0.5273,0.014040563252064467,0.0764,12.09
Cep44,0.5273,0.014040563252064467,0.0764,9.34
Wnk3,0.5273,0.014040563252064467,0.0764,18.53
Hdhd5,0.5273,0.014040563252064467,0.0764,6.43
Gm45165,0.5268,0.01414077978890387,0.077,0.89
Heatr5b,0.526,0.014322464412872613,0.0773,10.4
Nme7,0.526,0.014322464412872613,0.0773,6.1
Scrn1,0.526,0.014322464412872613,0.0773,167.75
Enpp2,0.526,0.014322464412872613,0.0773,14.04
Zfp608,0.526,0.014322464412872613,0.0773,19.88
Rhbdl3,0.526,0.014322464412872613,0.0773,8.96
Paxbp1,0.526,0.014322464412872613,0.0773,14.57
Ap5s1,0.526,0.014322464412872613,0.0773,21.05
Ep300,0.526,0.014322464412872613,0.0773,19.13
Ifitm3,0.526,0.014322464412872613,0.0773,41.56
2310061I04Rik,0.526,0.014322464412872613,0.0773,83.18
Zfp512,0.526,0.014322464412872613,0.0773,43.66
Ctso,0.526,0.014322464412872613,0.0773,7.92
Map2k7,0.526,0.014322464412872613,0.0773,66.53
Jph2,0.526,0.014322464412872613,0.0773,0.92
Caskin2,0.526,0.014322464412872613,0.0773,7.69
Gm47963,0.5255,0.014427522425871015,0.0779,0.7
Cacna1g,0.5254,0.01445776199286367,0.078,5.78
Ghrh,0.525,0.014530899816205936,0.0781,0.45
Paf1,0.5247,0.014608927612336519,0.0781,15.74
Ttll4,0.5247,0.014608927612336519,0.0781,2.22
Numa1,0.5247,0.014608927612336519,0.0781,57.9
Zfp715,0.5247,0.014608927612336519,0.0781,13.16
Hnrnpr,0.5247,0.014608927612336519,0.0781,77.46
Bend5,0.5247,0.014608927612336519,0.0781,11.27
Dop1a,0.5247,0.014608927612336519,0.0781,21.11
Mast1,0.5247,0.014608927612336519,0.0781,87.64
Hps5,0.5247,0.014608927612336519,0.0781,13.07
Gm43813,0.5247,0.014608927612336519,0.0781,2.32
Cpsf3,0.5247,0.014608927612336519,0.0781,9.65
Myef2,0.5247,0.014608927612336519,0.0781,62.22
Gm37639,0.5247,0.014608927612336519,0.0781,1.34
Atrip,0.5247,0.014608927612336519,0.0781,10.94
Ago1,0.5247,0.014608927612336519,0.0781,11.36
Negr1,0.5247,0.014608927612336519,0.0781,298.39
Furin,0.5247,0.014608927612336519,0.0781,41.84
Fkbp10,0.5247,0.014608927612336519,0.0781,1.8
Gm47572,0.5247,0.014608927612336519,0.0781,1.39
2410006H16Rik,0.5247,0.014608927612336519,0.0781,287.89
Rangrf,0.5247,0.014608927612336519,0.0781,13.88
Fgf10,0.5246,0.01462235209030372,0.0782,0.9
Adra2b,0.5242,0.014716220621911738,0.0787,3.06
Eda,0.5241,0.014746786267749563,0.0788,2.22
Kcnip1,0.5238,0.014808812077751006,0.079,2.26
Naa16,0.5234,0.014900006363709485,0.079,7.49
Car11,0.5234,0.014900006363709485,0.079,42.14
Zfp740,0.5234,0.014900006363709485,0.079,26.63
Gm45577,0.5234,0.0148939882630821,0.079,0.65
Tpp1,0.5234,0.014900006363709485,0.079,33.36
Cdc5l,0.5234,0.014900006363709485,0.079,25.98
Zfp148,0.5234,0.014900006363709485,0.079,39.9
Rnf31,0.5234,0.014900006363709485,0.079,11.34
Nt5dc2,0.5234,0.014900006363709485,0.079,12.47
Zmpste24,0.5234,0.014900006363709485,0.079,46.65
Fbxo46,0.5234,0.014900006363709485,0.079,3.67
Mb21d2,0.5234,0.014900006363709485,0.079,12.89
Map3k8,0.5234,0.014900006363709485,0.079,2.24
Kcnq4,0.5234,0.014900006363709485,0.079,9.46
Zfp281,0.5234,0.014900006363709485,0.079,22.37
Gm13349,0.5234,0.014900006363709485,0.079,1.07
Fam78a,0.5229,0.015010958367172164,0.0795,0.44
Gm48093,0.5229,0.015010958367172164,0.0795,2.68
Gm13630,0.5222,0.015167298943275127,0.0801,0.65
Atad2b,0.5221,0.015195754492505858,0.0801,14.67
Ttc21b,0.5221,0.015195754492505858,0.0801,11.5
Cebpd,0.5221,0.015195754492505858,0.0801,31.43
Dlx1,0.5221,0.015195754492505858,0.0801,0.73
Srsf3,0.5221,0.015195754492505858,0.0801,144.86
Parva,0.5221,0.015195754492505858,0.0801,241.86
Nt5c2,0.5221,0.015195754492505858,0.0801,37.29
Lnpk,0.5221,0.015195754492505858,0.0801,64.5
Msh6,0.5221,0.015195754492505858,0.0801,4.01
Vhl,0.5221,0.015195754492505858,0.0801,9.63
Dzip1,0.5221,0.015195754492505858,0.0801,16.82
Tmem72,0.5221,0.015195754492505858,0.0801,9.94
Afap1,0.5221,0.015195754492505858,0.0801,19.21
Chpf2,0.5221,0.015195754492505858,0.0801,36.38
Zan,0.5215,0.015338848598620024,0.0808,0.68
Gm44913,0.5209,0.015456817740219798,0.0809,1.09
Ikbip,0.5208,0.015496226134079147,0.0809,8.83
Ash1l,0.5208,0.015496226134079147,0.0809,72.66
Csdc2,0.5208,0.015496226134079147,0.0809,48.97
0610040J01Rik,0.5208,0.015496226134079147,0.0809,3.35
Sh2b1,0.5208,0.015496226134079147,0.0809,36.09
Angpt2,0.5208,0.015496226134079147,0.0809,5.78
Pou2f1,0.5208,0.015496226134079147,0.0809,16.78
Rasd2,0.5208,0.015496226134079147,0.0809,4.1
Nckap5,0.5208,0.015496226134079147,0.0809,1.02
Igdcc4,0.5208,0.015496226134079147,0.0809,18.16
Lrrc1,0.5208,0.015496226134079147,0.0809,2.79
Polr2c,0.5208,0.015496226134079147,0.0809,41.05
Zcchc24,0.5208,0.015496226134079147,0.0809,7.75
Ttc14,0.5208,0.015496226134079147,0.0809,91.03
Xpo7,0.5208,0.015496226134079147,0.0809,47.16
Proser1,0.5208,0.015496226134079147,0.0809,18.39
Scrib,0.5208,0.015496226134079147,0.0809,11.5
Tkfc,0.5208,0.015496226134079147,0.0809,8.96
Dusp7,0.5208,0.015496226134079147,0.0809,8.24
Ppip5k2,0.5195,0.01580147573114009,0.0818,31.51
Ptgds,0.5195,0.01580147573114009,0.0818,2.84
Tab3,0.5195,0.01580147573114009,0.0818,20.12
Lin52,0.5195,0.01580147573114009,0.0818,10.19
Zc3hav1l,0.5195,0.01580147573114009,0.0818,4.13
Xylt2,0.5195,0.01580147573114009,0.0818,8.97
Dgkd,0.5195,0.01580147573114009,0.0818,28.69
Macf1,0.5195,0.01580147573114009,0.0818,108.75
Fbxo42,0.5195,0.01580147573114009,0.0818,32.8
Snrnp200,0.5195,0.01580147573114009,0.0818,26.27
Dtx3,0.5195,0.01580147573114009,0.0818,94.09
Hoxb3os,0.5195,0.01580147573114009,0.0818,5.46
Pip5k1a,0.5195,0.01580147573114009,0.0818,37.7
Igsf21,0.5195,0.01580147573114009,0.0818,3.53
Poli,0.5195,0.01580147573114009,0.0818,3.6
Ilf3,0.5195,0.01580147573114009,0.0818,47.36
Cyp4f15,0.519,0.015915710872335,0.0824,1.69
Megf9,0.5182,0.016111558031212534,0.0829,41.56
Ttc28,0.5182,0.016111558031212534,0.0829,15.92
Phtf1,0.5182,0.016111558031212534,0.0829,40.53
Zfp326,0.5182,0.016111558031212534,0.0829,27.62
Smpd1,0.5182,0.016111558031212534,0.0829,61.76
Tmem196,0.5182,0.016111558031212534,0.0829,6.47
Vwa1,0.5182,0.016111558031212534,0.0829,20.91
Bhlhb9,0.5182,0.016111558031212534,0.0829,26.85
Cib2,0.5182,0.016111558031212534,0.0829,157.33
Bdh1,0.5182,0.016111558031212534,0.0829,13.67
Pik3r2,0.5182,0.016111558031212534,0.0829,28.45
Supt5,0.5182,0.016111558031212534,0.0829,66.07
A430035B10Rik,0.5182,0.016111558031212534,0.0829,4.19
Slc6a16,0.5177,0.01622769843184034,0.0834,1.38
Sowaha,0.5177,0.01622769843184034,0.0834,3.1
Huwe1,0.5169,0.0164265280840293,0.0839,148.47
9630010A21Rik,0.5169,0.0164265280840293,0.0839,3.77
D5Ertd579e,0.5169,0.0164265280840293,0.0839,62.71
Lpar1,0.5169,0.0164265280840293,0.0839,52.13
Tmem145,0.5169,0.0164265280840293,0.0839,10.29
Gm42559,0.5169,0.0164265280840293,0.0839,3.57
Fhdc1,0.5169,0.0164265280840293,0.0839,4.13
Coq5,0.5169,0.0164265280840293,0.0839,17.78
Stx1b,0.5169,0.0164265280840293,0.0839,126.11
Sox2ot,0.5169,0.0164265280840293,0.0839,3.55
C230086J09Rik,0.5169,0.0164265280840293,0.0839,9.42
Gm20371,0.516,0.016652509173897125,0.085,1.12
Sel1l,0.5156,0.016746441238866275,0.085,91.3
Irf2bp1,0.5156,0.016746441238866275,0.085,25.88
Tspan12,0.5156,0.016746441238866275,0.085,21.95
Bcan,0.5156,0.016746441238866275,0.085,24.32
Psap,0.5156,0.016746441238866275,0.085,1396.36
Pdlim3,0.5156,0.016746441238866275,0.085,6.03
Umad1,0.5156,0.016746441238866275,0.085,16.56
Pcmtd2,0.5156,0.016746441238866275,0.085,41.5
Jag1,0.5156,0.016746441238866275,0.085,5.88
Kcnmb4,0.5156,0.016746441238866275,0.085,25.95
Pitpnb,0.5156,0.016746441238866275,0.085,36.41
Txnrd2,0.5156,0.016746441238866275,0.085,27.07
Ncaph2,0.5156,0.016746441238866275,0.085,57.09
Slc13a3,0.5156,0.016746441238866275,0.085,3.27
Sntg2,0.5147,0.016977019131645805,0.086,1.62
Psmd3,0.5143,0.017071353141816504,0.086,73.58
Mgst3,0.5143,0.017071353141816504,0.086,89.91
Htra1,0.5143,0.017071353141816504,0.086,40.03
Ddx46,0.5143,0.017071353141816504,0.086,34.6
Riok2,0.5143,0.017071353141816504,0.086,13.97
Trmt2a,0.5143,0.017071353141816504,0.086,11.96
Eif2b5,0.5143,0.017071353141816504,0.086,35.3
Gm37598,0.5143,0.017071353141816504,0.086,7.33
Atg101,0.5143,0.017071353141816504,0.086,29.16
Gorab,0.5143,0.017071353141816504,0.086,8.33
Adamts1,0.5143,0.017071353141816504,0.086,10.82
Pcmt1,0.5143,0.017071353141816504,0.086,228.45
Gm47987,0.5143,0.017071353141816504,0.086,1.28
Pcdhb7,0.5143,0.017071353141816504,0.086,4.5
Kcnh2,0.5143,0.017071353141816504,0.086,72.2
Gm43489,0.5138,0.017193351963848177,0.0866,1.97
Tmem26,0.5137,0.017210283601181726,0.0866,3.83
Nsmaf,0.513,0.017401319733001772,0.0867,17.85
Rcor3,0.513,0.017401319733001772,0.0867,42.54
Grip1,0.513,0.017401319733001772,0.0867,30.26
Rec8,0.513,0.017401319733001772,0.0867,1.07
Rnf40,0.513,0.017401319733001772,0.0867,14.52
Ccdc77,0.513,0.017401319733001772,0.0867,3.23
1700052K11Rik,0.513,0.017401319733001772,0.0867,3.56
0610038B21Rik,0.513,0.017401319733001772,0.0867,1.47
Zfp628,0.513,0.017401319733001772,0.0867,7.48
Gm43544,0.513,0.017401319733001772,0.0867,1.92
Thbs2,0.513,0.017401319733001772,0.0867,1.4
Prr7,0.513,0.017401319733001772,0.0867,27.11
Ackr3,0.513,0.017401319733001772,0.0867,3.96
Cacng4,0.513,0.017401319733001772,0.0867,9.76
Insc,0.513,0.017401319733001772,0.0867,4.45
Heyl,0.513,0.017401319733001772,0.0867,4.44
Gm44676,0.513,0.017401319733001772,0.0867,7.27
Slit2,0.513,0.017401319733001772,0.0867,30.65
Usp15,0.513,0.017401319733001772,0.0867,79.25
Tram1l1,0.513,0.017401319733001772,0.0867,60.23
Zfp462,0.513,0.017401319733001772,0.0867,40.39
Rexo4,0.513,0.017401319733001772,0.0867,19.76
Nrxn3,0.513,0.017401319733001772,0.0867,147.47
Sars2,0.513,0.017401319733001772,0.0867,7.36
Kazn,0.513,0.017401319733001772,0.0867,17.2
Slc35e1,0.513,0.017401319733001772,0.0867,29.56
Itprid2,0.513,0.017401319733001772,0.0867,25.75
Taf5l,0.513,0.017401319733001772,0.0867,15.66
Tub,0.513,0.017401319733001772,0.0867,62.09
Ppm1a,0.513,0.017401319733001772,0.0867,321.28
Zcchc8,0.5117,0.01773639724372509,0.088,11.01
Dexi,0.5117,0.01773639724372509,0.088,61.54
Fbxo38,0.5117,0.01773639724372509,0.088,30.25
Gm45407,0.5117,0.01773639724372509,0.088,1.21
Mypop,0.5117,0.01773639724372509,0.088,48.01
Ubiad1,0.5117,0.01773639724372509,0.088,3.61
Plekhh1,0.5117,0.01773639724372509,0.088,29.9
Pknox2,0.5117,0.01773639724372509,0.088,8.1
Zfp329,0.5117,0.01773639724372509,0.088,34.05
Bcar1,0.5117,0.01773639724372509,0.088,34.89
Gon4l,0.5117,0.01773639724372509,0.088,14.09
Enpp5,0.5117,0.01773639724372509,0.088,133.22
