,GSE102443 geniculate (VII),GSE135801 geniculate (VII),GSE309608 vestibular (VIII),GSE232789 stellate,GSE232789 coeliac,GSE232789 lumbar chain,GSE231766 superior cervical,GSE231924 stellate,GSE232789 sphenopalatine,GSE330884 intrinsic cardiac,GSE232789 pelvic,"GSE263422 enteric submucosal, P24","GSE263422 enteric submucosal, P7"
Il13ra1,-0.27,0.519,,0.056,0.711,-0.048,-0.534,,0.016,0.144,-0.007,0.102,-0.922
Il18,-0.019,-0.338,-0.183,0.475,0.967,0.278,0.499,-0.628,-0.327,0.108,-0.042,-0.379,
Il6st,0.016,-0.081,0.142,0.036,-0.134,0.224,-0.055,-0.431,0.148,0.218,0.121,0.27,-0.17
Ilf2,-0.099,-0.19,-0.084,0.001,-0.545,-0.083,-0.056,0.245,0.018,0.054,-0.119,-0.007,-0.014
Ilf3,-0.119,0.377,-0.002,-0.043,-0.406,0.017,0.22,-0.442,0.062,0.092,0.093,0.325,-0.031
Ilk,-0.009,-0.596,-0.094,-0.07,-0.155,0.103,-0.089,-0.125,-0.014,-0.047,-0.051,0.024,-0.067
Ilkap,-0.09,0.174,-0.116,-0.017,-0.213,-0.145,0.109,-0.262,-0.078,-0.061,-0.177,-0.075,-0.202
Ilvbl,0.011,0.53,0.303,0.072,0.427,0.152,0.158,0.302,-0.118,0.19,-0.08,-0.096,0.039
Immp1l,-0.086,-0.606,-0.146,-0.021,-0.362,-0.265,0.137,-0.096,-0.04,-0.086,-0.045,-0.277,0.038
Immp2l,0.201,-0.439,0.191,0.104,0.244,0.016,-0.487,,-0.098,-0.199,-0.194,,
Immt,0.107,0.095,-0.028,-0.037,0.32,0.017,0.083,-0.018,0.029,0.036,0.124,-0.142,0.03
Imp3,-0.397,-0.604,-0.214,0.015,-0.12,-0.021,-0.195,0.161,-0.03,-0.057,-0.063,-0.113,0.088
Imp4,-0.185,-1.041,-0.094,0.016,0.299,0.183,-0.888,-0.972,-0.244,0.011,0.022,-0.07,-0.035
Impa1,0.027,0.153,0.019,0.034,0.138,0.25,0.486,-0.151,-0.044,0.057,-0.065,-0.015,0.004
Impa2,-0.307,0.881,0.172,-0.057,-0.321,0.056,0.554,,-0.071,0.201,-0.336,-0.71,-1.034
Impact,0.001,-0.251,0.126,-0.006,-0.283,-0.133,0.348,-0.132,0.015,0.077,0.119,0.264,0.074
Impad1,0.289,-0.936,0.164,0.079,-0.095,0.134,,-0.438,0.082,0.146,-0.022,0.211,-0.242
Impdh1,0.051,-0.195,0.104,-0.035,-0.213,0.106,0.072,0.363,-0.003,0.147,0.001,0.064,0.15
Impdh2,-0.096,0.021,-0.066,-0.107,-0.32,-0.055,-0.521,-0.893,0.019,0.046,-0.065,-0.071,-0.1
Incenp,-0.194,-0.399,-0.126,-0.036,-0.794,-0.4,-0.132,,0.116,0.216,-0.291,0.089,0.048
Inf2,-0.239,0.002,-0.346,-0.223,-0.151,0.879,-0.243,0.222,0.089,0.276,0.315,-0.134,
Ing1,0.127,-0.19,-0.247,0.073,-0.003,0.008,-0.05,-0.144,-0.087,-0.0,0.036,-0.002,-0.128
Ing2,-0.257,-0.402,-0.188,0.2,-0.29,-0.205,-0.063,0.538,-0.109,-0.068,-0.183,-0.014,-0.305
Ing3,-0.291,-0.909,-0.026,-0.065,-0.477,-0.214,0.35,0.616,0.054,0.011,-0.216,0.011,-0.176
Ing4,0.04,-0.591,-0.083,-0.077,-0.435,-0.089,,0.543,-0.109,-0.047,-0.131,0.045,0.078
Inha,-0.357,-0.192,0.099,0.13,0.183,-0.476,0.376,0.281,-0.157,0.224,0.241,-0.017,0.098
Ino80,-0.093,-0.603,0.179,0.043,-0.73,0.169,-0.047,0.189,-0.171,0.067,0.305,0.05,-0.673
Ino80b,0.221,0.922,-0.084,-0.061,-0.35,-0.023,0.079,-0.038,-0.018,-0.065,-0.047,-0.236,-0.068
Ino80c,0.305,0.233,0.064,-0.056,0.319,0.092,0.484,-0.091,0.009,-0.06,-0.093,0.069,-0.199
Ino80d,-0.283,0.232,0.127,-0.069,-0.081,-0.326,0.214,0.239,0.099,0.048,0.036,-0.097,-0.259
Ino80e,0.053,,-0.176,-0.092,-0.171,-0.054,-0.349,0.06,-0.019,-0.115,0.018,0.046,0.107
Inpp1,-0.007,-0.144,-0.031,0.033,0.021,0.101,0.139,-0.054,0.021,0.033,0.075,0.044,-0.207
Inpp4a,-0.191,0.047,0.176,0.023,-0.086,0.01,0.32,-0.123,0.095,0.199,0.106,0.329,0.091
Inpp5a,0.259,,0.002,0.128,-0.051,0.168,0.005,0.075,-0.07,0.181,-0.129,0.32,
Inpp5b,-0.166,0.624,0.241,-0.139,1.077,-0.746,-0.395,0.212,0.079,0.097,0.078,0.259,-0.458
Inpp5e,-0.034,-0.183,0.174,0.042,-0.594,1.242,0.294,0.232,0.029,0.082,-0.022,0.184,-0.768
Inpp5f,0.295,0.281,0.093,-0.011,0.196,0.007,0.414,-0.101,0.114,0.086,0.03,0.001,0.116
Inpp5j,0.129,-0.623,0.121,-0.056,0.241,0.398,0.189,0.495,0.127,0.207,0.011,0.392,-0.386
Inpp5k,-0.072,-0.116,0.258,0.002,-0.147,-0.24,-0.227,0.258,0.002,0.116,0.219,-0.111,0.131
Insig1,0.202,-0.058,0.046,0.095,-0.398,0.145,0.074,-0.414,0.106,0.13,0.114,0.352,0.075
Insig2,-0.091,0.459,0.08,0.096,-0.177,0.095,0.464,0.338,-0.079,0.072,0.063,-0.101,0.005
Insr,-0.426,-0.221,0.111,0.116,-0.127,0.212,0.562,0.06,0.05,0.264,0.168,0.049,-0.354
Ints10,-0.106,-0.97,0.135,0.062,-0.414,-0.051,0.318,0.082,-0.036,0.205,0.003,0.043,0.077
Ints12,0.296,1.574,-0.096,0.024,-1.158,0.011,-0.082,,-0.306,0.068,0.159,-0.009,-0.421
Ints2,-0.342,1.128,0.199,-0.079,-0.294,0.097,0.282,0.221,-0.055,0.081,0.164,-0.055,-0.178
Ints3,-0.473,-0.081,0.121,0.053,-0.056,0.268,0.007,-0.471,0.163,0.196,0.241,-0.026,-0.265
Ints4,0.021,-0.636,0.108,0.251,-0.642,0.485,0.073,-0.171,-0.137,0.186,-0.165,0.047,-0.084
Ints5,-0.075,0.636,0.203,-0.267,0.153,0.025,-0.193,,0.077,0.223,-0.054,-0.227,-1.038
Ints6,-0.33,-0.739,0.083,-0.115,-0.649,-0.049,0.2,-0.147,0.136,0.223,0.007,0.106,
Ints7,0.045,-2.739,0.133,-0.151,-0.496,-0.433,-0.484,-0.185,0.016,0.24,0.094,0.223,-0.085
Ints8,0.237,-0.805,0.127,0.017,-0.345,-0.091,0.199,-0.836,-0.038,0.097,0.007,0.101,0.052
Ints9,-0.266,-1.174,0.266,-0.013,-0.638,0.092,-0.205,0.053,-0.027,0.103,0.036,0.078,-0.617
Ip6k1,-0.072,-0.129,0.092,0.099,-0.121,0.047,0.174,0.042,0.109,0.16,0.118,0.25,0.007
Ip6k2,0.034,-0.144,-0.14,-0.058,-0.448,0.081,0.089,0.585,0.012,0.035,-0.123,0.139,0.05
Ipmk,0.078,0.066,-0.046,-0.033,-0.319,-0.292,0.147,-0.2,0.02,0.057,-0.23,0.212,0.374
Ipo11,0.131,-0.096,0.241,0.142,0.467,0.329,0.33,-0.025,0.114,0.279,0.121,0.117,0.476
Ipo13,-0.107,-0.537,0.237,0.127,0.65,0.293,0.065,-0.441,0.059,0.242,0.122,-0.008,-0.447
Ipo4,0.209,-0.245,0.018,0.129,0.033,0.301,0.239,0.19,0.121,0.205,0.016,-0.014,-0.117
Ipo5,0.305,0.267,0.016,0.044,0.078,0.03,-0.12,0.121,0.004,0.18,0.063,0.103,0.112
Ipo7,0.19,1.643,0.089,0.026,0.156,0.233,0.073,-0.027,0.096,0.125,0.027,0.045,-0.266
Ipo8,0.101,0.298,0.07,0.03,-0.25,0.107,0.392,0.045,0.075,0.148,0.204,0.017,0.021
Ipo9,0.169,-0.242,0.227,0.106,0.083,0.193,-0.054,-0.964,-0.019,0.185,0.077,0.191,-0.069
Ippk,0.159,0.449,0.08,0.077,0.687,0.675,0.178,-0.72,0.081,0.152,0.498,0.155,0.378
Iqcb1,0.064,0.138,-0.02,-0.051,-0.037,-0.312,-0.053,0.209,0.173,-0.058,-0.06,0.006,0.149
Iqcc,-0.257,0.914,-0.11,-0.158,0.789,-0.755,0.447,-0.556,0.067,0.027,0.125,-0.128,-0.284
Iqcg,0.09,,0.2,-0.069,-0.126,0.301,-0.039,,0.291,0.003,0.117,-0.019,
Iqgap1,0.344,-0.224,0.059,0.046,-0.168,-0.229,0.207,0.104,-0.074,0.159,-0.122,-0.006,-0.027
Iqsec1,0.048,-0.047,0.281,0.035,0.613,-0.445,0.244,-0.174,0.046,0.17,0.272,0.438,
Iqsec2,0.152,2.247,0.048,0.063,-0.158,-0.516,-0.519,-0.179,0.064,0.005,0.134,-0.13,0.01
Iqsec3,-0.199,-0.166,0.27,0.02,0.462,0.391,0.199,0.036,0.146,0.161,0.04,0.089,-0.202
Irak1,-0.171,0.491,-0.025,0.007,-0.392,-0.041,0.021,-0.131,0.005,0.01,-0.04,-0.022,-0.297
Irak1bp1,0.236,-0.065,-0.185,-0.048,-0.186,-0.208,0.372,-1.048,-0.02,-0.054,-0.103,-0.168,0.008
Ireb2,-0.236,-0.085,0.207,0.122,-0.0,0.213,0.558,-0.46,0.075,0.205,0.032,0.238,-0.003
Irf1,0.31,-1.531,-0.461,0.359,-0.92,0.913,-0.378,0.045,0.017,0.037,-0.224,0.11,-0.154
Irf2,0.237,-0.25,-0.047,-0.153,-0.677,0.051,0.276,-0.248,0.131,-0.006,0.009,0.016,0.088
Irf2bp1,-0.243,0.191,-0.169,0.027,-0.842,-0.318,-0.268,0.545,0.02,0.012,-0.158,0.103,-0.011
Irf2bp2,0.076,0.095,-0.063,-0.011,-0.432,-0.108,0.107,0.29,0.047,0.177,0.023,0.103,0.058
Irf3,-0.127,0.357,0.077,-0.135,0.236,0.186,-1.24,-0.413,-0.012,0.14,0.092,0.018,0.044
Irf9,0.267,-0.382,-0.137,-0.0,0.425,0.036,-0.444,-0.492,0.159,0.008,-0.015,0.121,-0.15
Irgm1,0.582,-0.946,-0.415,,0.988,-2.335,-0.38,,-0.047,0.289,-0.055,-0.081,-1.096
Irgq,0.341,-0.173,0.213,0.065,0.228,-0.115,0.193,-0.228,0.148,0.229,0.088,0.27,0.049
Irs2,0.283,-2.281,0.045,-0.039,0.193,-0.153,0.425,0.738,0.03,0.188,-0.068,0.084,-0.867
Isca1,0.1,0.058,-0.026,0.047,-0.259,-0.844,-0.349,0.693,0.016,-0.084,0.057,-0.203,0.176
Isca2,0.077,-0.226,-0.097,-0.015,-0.153,0.032,0.308,0.381,-0.019,-0.089,0.178,-0.076,-0.019
Iscu,-0.005,0.166,-0.119,-0.071,0.257,0.075,0.227,-0.017,0.027,-0.072,0.046,-0.04,0.155
Isg20l2,-0.058,-0.871,0.064,0.32,-0.213,0.172,-0.062,,0.046,-0.002,-0.016,0.103,-1.003
Isl1,0.002,0.2,0.139,0.042,0.006,-0.001,0.582,0.031,,-0.034,0.408,,
Isoc1,0.168,-0.33,-0.117,-0.101,-0.268,-0.033,0.383,-0.455,-0.009,-0.101,0.048,-0.418,-0.128
Isoc2b,-0.418,-0.504,0.059,0.066,1.812,0.074,-0.554,,-0.263,-0.014,-0.204,,
Isy1,-0.108,-0.731,-0.064,0.116,-0.027,0.011,-0.262,-0.292,-0.03,-0.026,-0.016,0.283,-0.365
Isyna1,0.355,-0.057,-0.006,-0.013,0.34,-0.007,-0.427,0.222,0.085,0.062,0.008,-0.228,-0.082
Itch,-0.209,0.045,0.112,-0.033,-0.259,-0.036,0.325,0.147,-0.162,0.073,0.084,-0.186,0.167
Itfg1,-0.071,-0.183,0.338,0.025,0.194,0.175,0.615,0.021,0.025,0.231,0.055,0.131,0.177
Itfg2,-0.284,-0.019,0.004,0.002,-0.278,0.172,0.49,0.322,-0.197,0.041,-0.052,0.217,-0.052
Itga3,0.136,-1.417,0.332,0.214,0.439,0.323,0.338,-0.056,0.247,0.357,0.15,0.213,-0.134
Itga6,-0.019,-0.486,-0.167,0.199,0.7,0.656,0.426,-0.048,0.209,0.42,-0.071,0.741,0.128
Itgb1,0.003,-0.028,0.136,0.041,0.204,0.081,0.365,0.227,0.096,0.187,0.14,-0.065,-0.105
Itgb1bp1,-0.121,-0.607,-0.101,0.021,-0.225,-0.061,-0.289,-0.085,0.025,-0.122,-0.112,-0.228,-0.107
Itgb3bp,-0.236,-2.332,-0.027,0.01,-0.406,0.083,0.839,-1.036,-0.165,-0.059,-0.079,-0.259,-0.918
Itm2a,0.056,-1.269,-0.708,-0.162,-0.367,-1.279,-1.187,,-0.158,,0.087,,-0.191
Itm2b,0.06,0.01,-0.034,-0.086,0.234,0.049,0.229,0.044,-0.106,0.037,-0.024,-0.071,-0.018
Itm2c,-0.058,-0.024,0.172,0.019,0.198,-0.196,0.007,0.213,-0.038,0.223,0.064,0.244,0.217
Itpa,0.117,0.067,-0.078,0.012,-0.085,-0.003,0.117,0.196,-0.021,0.018,-0.143,0.175,0.053
Itpk1,-0.152,0.074,-0.055,0.108,0.236,0.274,-0.36,-0.034,-0.002,0.17,-0.17,-0.04,0.044
Itpkc,-0.588,0.968,0.124,0.178,-0.064,0.572,-1.299,,-0.155,0.165,-0.452,-0.015,
Itpr1,-0.073,0.494,0.104,-0.14,-0.73,-0.581,-0.516,-0.381,-0.146,0.073,0.081,0.547,
Itsn1,-0.379,0.013,0.076,0.037,-0.25,0.098,0.074,0.518,0.012,0.179,0.092,0.258,0.162
Itsn2,-0.158,-0.388,0.211,-0.006,0.574,0.227,0.23,-0.131,0.119,0.134,0.121,0.04,-0.246
Ivd,0.132,1.231,0.065,-0.079,-1.211,-0.466,-0.063,0.261,0.019,-0.016,-0.178,0.016,0.129
Ivns1abp,-0.065,-0.389,0.01,-0.103,-0.674,0.117,-0.441,-0.477,-0.022,0.039,-0.03,0.221,0.061
Iws1,-0.13,-1.451,0.068,-0.105,-0.202,-0.03,0.394,0.421,0.014,0.13,-0.133,-0.058,-0.124
Izumo4,-0.196,-0.539,0.016,0.268,0.498,-0.177,-0.071,0.428,0.05,0.038,0.144,-0.25,0.273
Jag2,0.484,1.082,0.147,0.127,0.351,0.045,0.647,0.154,0.096,0.339,0.037,0.105,
Jagn1,-0.149,0.49,0.129,0.022,0.141,-0.122,-0.125,0.175,-0.113,0.05,-0.128,-0.159,0.01
Jak1,-0.06,0.142,0.113,0.106,0.207,-0.046,0.03,-0.261,0.033,0.012,-0.147,0.072,-0.076
Jak2,-0.073,0.553,0.028,0.175,-0.463,0.028,-0.037,-0.229,0.038,0.068,-0.13,-0.0,-0.255
Jakmip1,0.075,0.265,0.003,0.093,1.04,-0.074,-0.188,0.111,-0.031,0.044,0.151,-0.088,0.392
Jakmip2,0.043,-0.954,0.114,0.083,-0.23,0.063,0.801,0.055,0.051,0.04,-0.021,0.014,-0.086
Jakmip3,0.218,1.067,0.204,0.074,0.809,0.17,0.19,0.285,0.226,0.098,0.207,0.108,
Jam3,0.045,-1.263,-0.076,-0.114,0.111,-0.026,0.028,0.483,-0.049,0.074,-0.009,0.029,0.084
Jarid2,-0.118,-0.096,0.089,-0.067,-0.468,-0.372,0.153,-0.069,-0.071,0.153,0.135,0.029,-0.059
Jazf1,0.152,-0.023,0.155,-0.152,0.585,-0.198,-0.32,,0.108,-0.045,-0.336,0.122,
Jdp2,0.061,-0.296,0.017,,0.016,-0.575,-0.46,-1.047,-0.258,-0.042,0.281,-0.409,
Jkamp,-0.042,0.221,0.072,-0.015,0.114,0.029,0.667,0.108,-0.103,0.037,-0.047,-0.065,-0.162
Jmjd1c,-0.232,0.397,0.032,0.12,-1.326,-0.187,0.259,-0.026,0.135,0.279,0.188,-0.065,-0.18
Jmjd4,0.336,1.651,0.035,0.07,0.057,0.92,0.933,,0.11,0.002,0.26,0.331,
Jmjd6,0.217,0.146,-0.078,0.019,-0.319,-0.215,-0.088,-0.03,-0.023,-0.018,-0.091,-0.033,0.054
Jmjd7,0.383,1.166,-0.13,-0.148,-0.199,0.229,-1.022,,0.009,-0.118,0.046,,0.336
Jmjd8,-0.087,0.635,0.145,0.118,-0.564,-0.287,-0.586,0.267,-0.028,0.1,-0.009,0.111,-0.03
Jmy,-0.427,-0.285,0.07,-0.035,0.066,0.167,0.235,-0.134,0.089,0.048,0.151,0.223,-0.248
Josd1,-0.052,-0.173,0.142,-0.104,-0.327,-0.03,0.312,0.18,0.123,0.104,0.015,0.252,-0.114
Josd2,-0.043,-0.09,-0.107,-0.091,0.03,-0.035,0.007,-0.074,-0.067,-0.095,0.003,0.001,-0.076
Jph3,-0.137,-0.008,0.046,0.006,0.524,0.263,0.396,-0.044,0.035,0.187,0.176,0.203,-0.009
Jph4,0.131,0.054,-0.131,0.003,0.159,0.201,0.33,0.1,0.04,0.095,0.079,0.063,0.118
Jrkl,0.087,0.251,0.057,0.088,-0.047,0.119,0.364,0.07,-0.248,-0.148,0.039,0.047,-0.499
Jtb,0.068,0.459,-0.075,0.038,0.464,-0.085,-0.038,-0.114,-0.064,-0.079,-0.008,-0.493,0.08
Jun,0.082,-0.182,-0.335,0.063,-1.401,-0.296,0.039,-0.513,-0.147,-0.103,-0.18,0.05,-0.218
Junb,0.127,0.087,-0.454,-0.151,-1.619,-0.155,-0.348,-0.708,-0.283,-0.053,-0.352,-0.17,-0.219
Jund,0.091,-0.172,-0.295,-0.094,-0.045,0.009,0.051,-0.078,-0.036,-0.104,-0.106,-0.092,-0.106
Jup,-0.201,-0.626,-0.156,0.04,0.159,0.082,-0.084,0.014,-0.083,0.127,0.119,0.265,0.052
Kalrn,0.034,-0.092,0.107,0.019,-0.328,0.029,-0.442,-0.426,0.121,0.15,0.144,0.095,-0.141
Kars,0.06,0.403,0.077,-0.005,-0.283,-0.036,-0.259,0.384,0.052,0.102,-0.072,0.054,0.057
Kat2a,-0.056,-1.218,0.095,-0.005,-0.206,0.45,-0.023,0.334,-0.03,0.195,0.026,0.049,0.048
Kat2b,0.365,-0.31,0.19,-0.182,0.121,0.34,-0.001,-0.116,0.036,0.13,0.029,0.265,-0.188
Kat5,0.559,0.137,0.005,-0.079,-0.171,0.246,-0.112,0.055,-0.071,-0.032,0.07,0.069,-0.051
Katna1,-0.498,0.247,-0.061,0.079,-0.241,-0.318,-0.415,-0.84,0.08,-0.008,-0.268,-0.162,-0.769
Katnal1,0.087,0.361,0.122,0.018,0.107,-0.038,0.325,-0.098,0.004,0.134,0.178,0.116,0.177
Katnb1,-0.251,1.097,0.103,0.045,-0.155,-0.126,0.234,0.248,0.22,0.048,-0.108,0.003,-0.035
Kazn,-0.291,-1.526,0.15,-0.151,-0.157,-0.498,-0.533,,0.175,0.08,-0.021,0.164,0.32
Kbtbd2,-0.137,0.319,0.16,0.096,-0.014,0.198,0.466,-0.014,-0.045,0.074,0.094,0.24,-0.329
Kbtbd3,-0.196,-0.412,0.117,-0.103,-0.096,-0.036,0.186,-0.741,0.004,0.032,-0.006,-0.135,0.209
Kbtbd4,-0.147,0.492,0.024,-0.037,-0.224,-0.186,0.092,,0.054,0.013,0.242,-0.155,-0.272
Kbtbd7,-0.036,-0.288,0.263,-0.021,0.38,-0.181,0.262,,0.205,0.177,0.196,0.358,-0.45
Kcmf1,-0.072,0.042,-0.022,-0.038,0.291,0.066,0.023,-0.129,0.041,-0.079,0.072,-0.041,-0.22
Kcna2,0.231,0.041,0.341,0.119,-0.123,0.278,-0.423,-0.794,-0.071,0.139,0.263,0.519,
Kcna6,0.005,0.634,-0.046,0.041,0.016,-0.151,0.11,-0.618,-0.032,0.265,-0.085,0.077,-0.311
Kcnab1,0.17,-0.113,-0.209,-0.306,-0.896,1.902,0.022,-1.446,0.277,,0.543,-0.674,-1.032
Kcnab2,0.188,0.035,0.175,0.321,0.19,0.118,0.141,-0.582,0.116,0.137,0.215,-0.141,-0.493
Kcnb1,-0.06,-0.102,0.012,-0.035,0.337,0.166,0.701,-0.414,0.086,0.194,0.156,0.45,0.185
Kcnb2,0.209,-0.136,0.166,0.106,0.265,0.034,0.67,-0.123,0.122,0.186,0.204,-0.187,-0.255
Kcnc1,-0.175,-0.065,0.343,-0.126,0.017,0.147,-0.144,0.67,-0.2,0.221,-0.096,0.383,-0.053
Kcnc2,0.516,-1.339,0.192,0.115,-0.618,-1.582,,,0.178,0.168,,-0.531,-0.502
Kcnc4,0.139,-0.083,-0.409,0.138,0.624,0.256,0.364,0.07,0.01,0.253,0.14,0.694,0.182
Kcnd1,0.189,,0.384,0.08,0.394,0.061,-0.32,-0.394,-0.097,0.374,0.442,0.109,
Kcnh1,0.115,0.02,,0.197,0.839,0.297,0.359,-0.152,-0.024,0.282,0.135,0.327,0.653
Kcnh2,0.397,-0.206,0.321,-0.036,0.457,-0.136,0.231,-0.233,0.084,0.263,0.164,0.182,-0.247
Kcnh7,0.127,-0.632,0.216,0.097,0.129,0.076,0.914,-0.216,0.053,0.093,0.759,1.062,-0.302
Kcnh8,0.019,1.096,,-0.172,-0.598,-0.319,0.723,-1.015,-0.068,0.284,0.058,-0.54,-0.33
Kcnip4,1.573,-0.411,0.19,0.015,0.15,0.268,0.402,-0.135,0.018,0.001,-0.619,,0.757
Kcnj12,0.05,0.432,-0.049,-0.628,0.571,0.508,0.089,0.195,0.131,0.133,-0.21,-0.109,-0.232
Kcnj3,-0.072,-0.472,0.26,-0.17,1.123,-0.119,0.597,-0.168,0.041,0.009,0.126,-0.504,-0.924
Kcnk1,-0.026,-0.21,0.289,-0.853,0.766,0.052,0.84,0.122,-0.043,0.051,-0.094,0.569,
Kcnk10,-0.331,-0.424,0.218,-0.017,0.515,0.145,0.434,0.262,-0.037,0.276,0.241,-0.608,0.112
Kcnk2,-0.178,-1.092,-0.335,-0.262,-0.725,-0.388,-0.936,-0.509,-0.093,-0.041,0.213,-0.232,-0.152
Kcnma1,0.21,0.651,0.125,0.086,0.353,0.127,1.005,0.153,0.157,0.198,0.308,0.2,0.193
Kcnmb4,-0.408,-0.579,-0.103,0.182,0.625,0.426,0.111,0.018,-0.002,0.043,0.288,0.181,0.287
Kcnn2,0.082,0.197,0.529,0.087,0.461,-0.492,0.287,-0.156,0.189,0.374,0.19,0.61,0.209
Kcnq2,0.041,-0.009,0.391,0.094,-0.319,0.192,0.132,0.062,0.045,0.281,0.089,0.206,-0.179
Kcnq3,0.377,-0.225,0.696,0.046,0.235,0.206,0.72,0.061,0.119,0.159,0.229,-0.206,-0.176
Kcnt1,-0.294,0.299,0.09,-0.05,0.261,0.468,0.515,0.006,0.33,0.4,0.695,0.033,0.147
Kcnu1,-0.269,-0.094,0.037,-0.078,0.304,-0.1,,,0.18,-0.157,0.184,,0.26
Kctd1,0.41,-0.869,0.084,0.002,-0.558,-0.343,-0.803,-0.385,-0.082,0.007,0.112,-0.136,-0.08
Kctd10,0.312,,0.098,0.076,0.123,0.01,-0.102,0.005,-0.09,0.253,0.075,0.057,0.155
Kctd13,-0.025,-0.798,-0.12,0.078,0.262,-0.072,-0.035,-0.549,-0.078,-0.077,0.1,-0.073,-0.039
Kctd15,-0.03,-0.022,0.16,-0.193,-1.083,-0.026,0.302,,0.141,0.221,-0.379,0.523,-0.202
Kctd16,0.245,-0.818,0.052,0.152,1.185,0.338,0.613,,-0.139,-0.237,0.337,,
Kctd17,0.012,0.127,0.011,-0.014,-0.383,0.077,-0.121,0.044,0.036,-0.022,0.037,,-0.784
Kctd18,0.159,-0.759,0.08,-0.154,-0.009,0.214,0.283,-0.162,0.189,0.138,0.047,-0.21,0.015
Kctd2,-0.011,-0.139,-0.096,0.122,-0.194,-0.214,0.023,0.11,0.092,-0.008,0.146,0.143,0.213
Kctd20,0.122,-0.169,0.134,-0.039,0.095,0.006,-0.076,0.254,0.109,0.197,0.114,0.187,0.005
Kctd3,-0.207,-0.394,0.093,0.095,0.188,-0.064,-0.199,0.202,-0.038,0.131,0.099,0.125,-0.038
Kctd5,0.083,-0.056,-0.122,0.031,-0.341,0.171,-0.881,0.038,-0.001,0.072,-0.034,0.235,-0.109
Kctd6,-0.031,-0.617,0.021,0.084,0.105,0.08,-0.438,0.462,0.003,-0.051,0.139,-0.052,-0.006
Kctd7,0.373,0.272,-0.02,0.149,0.39,0.056,-0.066,,0.12,0.265,0.011,0.171,0.213
Kctd9,0.175,0.259,0.341,0.132,-0.554,0.285,0.276,0.464,0.238,0.107,-0.061,-0.347,
Kdelr1,0.112,0.249,-0.012,0.038,0.051,-0.087,0.211,0.256,-0.009,-0.055,-0.074,-0.056,0.019
Kdelr2,-0.062,-0.031,0.079,-0.052,-0.146,-0.175,0.078,-0.164,-0.058,0.216,0.042,0.235,-0.181
Kdm1a,-0.13,-0.736,-0.059,0.001,-0.316,0.017,0.205,0.196,-0.024,0.01,-0.058,0.068,-0.118
Kdm2a,-0.04,-0.038,0.045,-0.092,-0.204,0.015,0.56,0.116,0.159,0.12,0.178,0.168,0.118
Kdm3a,-0.069,-1.635,0.037,0.07,-0.519,0.163,-0.042,0.187,-0.144,0.206,-0.078,0.126,-0.258
Kdm3b,0.267,-0.25,0.107,-0.164,-0.934,0.145,0.188,-0.322,-0.149,0.267,-0.028,0.213,-0.083
Kdm4a,0.291,-1.189,0.181,0.163,-0.09,-0.158,-0.712,0.284,0.176,0.209,0.037,0.06,0.381
Kdm4b,-0.442,-0.577,0.138,0.083,-0.319,0.032,-0.183,-0.168,0.096,0.124,0.043,0.181,-0.019
Kdm4c,0.076,-0.625,0.143,0.128,-0.813,0.103,0.228,-0.104,0.13,0.011,0.345,0.201,0.38
Kdm5a,0.276,0.182,0.168,-0.021,-0.224,0.261,0.619,-0.053,-0.053,0.253,0.161,0.065,-0.112
Kdm5b,-0.081,-0.671,-0.007,-0.008,-0.034,0.095,0.912,0.227,-0.042,0.094,0.016,0.051,-0.208
Kdm5c,-0.013,-1.269,0.147,0.138,-0.655,0.071,0.554,-0.087,0.043,0.202,-0.116,0.14,-0.312
Kdm5d,-0.715,0.855,0.121,0.201,0.083,0.053,0.771,0.205,-0.043,0.078,0.062,-0.131,
Kdm6a,-0.463,0.462,-0.0,-0.052,-0.463,-0.02,0.384,0.253,0.011,0.144,0.137,0.022,0.235
Kdsr,0.002,0.031,0.027,0.004,-0.411,0.206,0.266,0.14,0.1,0.233,0.186,0.223,-0.221
Keap1,0.356,-0.527,0.041,0.036,0.091,0.06,0.37,-0.198,0.043,0.07,0.015,-0.067,-0.069
Khdrbs1,-0.031,-0.136,-0.093,-0.02,-0.257,-0.02,0.216,-0.245,0.008,-0.057,-0.029,0.1,-0.034
Khdrbs2,-0.114,-1.362,0.081,-0.488,0.256,-0.36,,,-0.026,0.079,-0.148,0.063,0.215
Khdrbs3,-0.36,0.065,-0.086,-0.078,-0.332,-0.212,0.21,-0.283,0.033,-0.095,-0.08,0.293,0.384
Khk,-0.034,-0.03,0.097,0.088,-0.217,0.521,-0.031,0.264,-0.277,-0.061,0.327,-0.338,0.145
Kidins220,0.053,0.281,0.243,0.046,-0.343,0.184,0.374,0.015,0.031,0.185,0.1,-0.068,0.155
Kif13a,0.001,0.142,0.053,0.091,1.122,0.378,-0.601,0.107,-0.063,0.165,0.049,0.321,-0.534
Kif13b,0.038,1.361,0.046,-0.041,-0.436,0.049,-0.303,-0.522,0.15,0.007,-0.026,-0.328,
Kif16b,-0.16,-0.584,0.116,-0.045,0.764,1.195,0.675,0.587,-0.132,0.197,0.074,0.077,
Kif1a,0.054,0.33,0.274,0.148,0.357,0.16,0.5,0.144,0.095,0.276,0.175,0.081,0.06
Kif1b,-0.063,0.264,0.143,0.105,0.252,0.127,0.928,0.09,0.039,0.254,0.112,0.113,-0.036
